G_7,D_17,u191,1643197624,2022-01-26 19:47:04
G_4,D_14,u137,1643197673,2022-01-26 19:47:53
G_5,D_14,u131,1643197734,2022-01-26 19:48:54
G_6,D_19,u175,1643197797,2022-01-26 19:49:57
G_2,D_14,u148,1643197857,2022-01-26 19:50:57
G_1,D_17,u142,1643197902,2022-01-26 19:51:42
G_6,D_18,u151,1643197937,2022-01-26 19:52:17
G_5,D_19,u173,1643197976,2022-01-26 19:52:56
G_9,D_19,u181,1643198091,2022-01-26 19:54:51
G_8,D_16,u154,1643198173,2022-01-26 19:56:13
G_9,D_12,u137,1643198286,2022-01-26 19:58:06
G_7,D_12,u123,1643198358,2022-01-26 19:59:18
G_9,D_15,u186,1643198439,2022-01-26 20:00:39
G_2,D_11,u125,1643198516,2022-01-26 20:01:56
G_2,D_16,u166,1643198572,2022-01-26 20:02:52
G_3,D_15,u116,1643198657,2022-01-26 20:04:17
G_1,D_13,u137,1643198721,2022-01-26 20:05:21
G_2,D_18,u153,1643198813,2022-01-26 20:06:53
G_7,D_20,u187,1643198881,2022-01-26 20:08:01
G_6,D_20,u160,1643198975,2022-01-26 20:09:35
G_7,D_19,u153,1643199074,2022-01-26 20:11:14
G_8,D_18,u150,1643199108,2022-01-26 20:11:48
G_2,D_19,u135,1643199177,2022-01-26 20:12:57
G_1,D_16,u136,1643199246,2022-01-26 20:14:06
G_1,D_14,u149,1643199330,2022-01-26 20:15:30
G_6,D_10,u180,1643199387,2022-01-26 20:16:27
G_7,D_18,u112,1643199496,2022-01-26 20:18:16
G_6,D_16,u189,1643199553,2022-01-26 20:19:13
G_6,D_11,u160,1643199650,2022-01-26 20:20:50
G_4,D_13,u127,1643199702,2022-01-26 20:21:42
G_8,D_10,u172,1643199764,2022-01-26 20:22:44
G_8,D_11,u189,1643199865,2022-01-26 20:24:25
G_1,D_14,u148,1643199899,2022-01-26 20:24:59
G_4,D_18,u194,1643199983,2022-01-26 20:26:23
G_9,D_12,u181,1643200028,2022-01-26 20:27:08
G_2,D_13,u112,1643200070,2022-01-26 20:27:50
G_3,D_17,u172,1643200119,2022-01-26 20:28:39
G_7,D_16,u174,1643200190,2022-01-26 20:29:50
G_3,D_12,u192,1643200288,2022-01-26 20:31:28
G_8,D_20,u166,1643200383,2022-01-26 20:33:03
G_4,D_14,u154,1643200501,2022-01-26 20:35:01
G_5,D_17,u117,1643200542,2022-01-26 20:35:42
G_1,D_18,u154,1643200647,2022-01-26 20:37:27
G_4,D_16,u149,1643200751,2022-01-26 20:39:11
G_4,D_14,u189,1643200856,2022-01-26 20:40:56
G_6,D_10,u191,1643200951,2022-01-26 20:42:31
G_3,D_20,u181,1643201027,2022-01-26 20:43:47
G_5,D_16,u183,1643201114,2022-01-26 20:45:14
G_7,D_14,u172,1643201204,2022-01-26 20:46:44
G_9,D_15,u106,1643201255,2022-01-26 20:47:35
G_8,D_11,u149,1643201337,2022-01-26 20:48:57
G_9,D_15,u194,1643201416,2022-01-26 20:50:16
G_1,D_16,u130,1643201497,2022-01-26 20:51:37
G_7,D_15,u108,1643201534,2022-01-26 20:52:14
G_1,D_18,u121,1643201636,2022-01-26 20:53:56
G_7,D_20,u128,1643201751,2022-01-26 20:55:51
G_8,D_13,u152,1643201816,2022-01-26 20:56:56
G_2,D_18,u195,1643201868,2022-01-26 20:57:48
G_2,D_14,u153,1643201976,2022-01-26 20:59:36
G_6,D_13,u139,1643202061,2022-01-26 21:01:01
G_5,D_20,u179,1643202133,2022-01-26 21:02:13
G_8,D_15,u194,1643202248,2022-01-26 21:04:08
G_9,D_20,u174,1643202305,2022-01-26 21:05:05
G_1,D_12,u105,1643202387,2022-01-26 21:06:27
G_6,D_15,u141,1643202464,2022-01-26 21:07:44
G_6,D_11,u154,1643202556,2022-01-26 21:09:16
G_4,D_18,u162,1643202604,2022-01-26 21:10:04
G_5,D_17,u143,1643202697,2022-01-26 21:11:37
G_9,D_11,u153,1643202743,2022-01-26 21:12:23
G_7,D_10,u136,1643202792,2022-01-26 21:13:12
G_3,D_18,u146,1643202834,2022-01-26 21:13:54
G_8,D_20,u133,1643202870,2022-01-26 21:14:30
G_6,D_19,u180,1643202920,2022-01-26 21:15:20
G_9,D_11,u195,1643202985,2022-01-26 21:16:25
G_6,D_20,u149,1643203059,2022-01-26 21:17:39
G_2,D_20,u136,1643203172,2022-01-26 21:19:32
G_1,D_13,u170,1643203261,2022-01-26 21:21:01
G_9,D_18,u164,1643203338,2022-01-26 21:22:18
G_9,D_19,u155,1643203381,2022-01-26 21:23:01
G_4,D_18,u101,1643203474,2022-01-26 21:24:34
G_1,D_14,u123,1643203508,2022-01-26 21:25:08
G_1,D_13,u177,1643203569,2022-01-26 21:26:09
G_6,D_10,u194,1643203641,2022-01-26 21:27:21
G_9,D_16,u134,1643203692,2022-01-26 21:28:12
G_7,D_18,u156,1643203730,2022-01-26 21:28:50
G_8,D_10,u188,1643203773,2022-01-26 21:29:33
G_6,D_17,u183,1643203823,2022-01-26 21:30:23
G_8,D_19,u183,1643203858,2022-01-26 21:30:58
G_7,D_19,u175,1643203927,2022-01-26 21:32:07
G_1,D_19,u190,1643204012,2022-01-26 21:33:32
G_9,D_20,u142,1643204100,2022-01-26 21:35:00
G_7,D_18,u121,1643204134,2022-01-26 21:35:34
G_4,D_15,u113,1643204196,2022-01-26 21:36:36
G_9,D_10,u107,1643204291,2022-01-26 21:38:11
G_4,D_20,u110,1643204341,2022-01-26 21:39:01
G_9,D_12,u119,1643204399,2022-01-26 21:39:59
G_3,D_10,u144,1643204473,2022-01-26 21:41:13
G_1,D_15,u164,1643204523,2022-01-26 21:42:03
G_7,D_20,u105,1643204560,2022-01-26 21:42:40
G_7,D_13,u160,1643204675,2022-01-26 21:44:35
G_1,D_10,u106,1643204790,2022-01-26 21:46:30
G_7,D_17,u118,1643204876,2022-01-26 21:47:56
G_5,D_10,u171,1643204912,2022-01-26 21:48:32
G_8,D_17,u190,1643204977,2022-01-26 21:49:37
G_9,D_20,u193,1643205035,2022-01-26 21:50:35
G_8,D_17,u175,1643205099,2022-01-26 21:51:39
G_7,D_10,u128,1643205210,2022-01-26 21:53:30
G_7,D_13,u195,1643205323,2022-01-26 21:55:23
